"№";"Изображение";"Имя";"Номер заказа";"Категория";"Базовая цена";"Итоговая Цена";"Количество";"Статус";
"2509";"http://denfish.com/img/p/0.jpg";",Воблеры,13701,Воблер JAXON ATRACT XTR-O 5.0cm E,,,,5,5900113338968,1.94,,75";"";"Главная";"0.000000";"0";"0";"1";
"1573";"http://denfish.com/img/p/0.jpg";",???????,14244,?????? Kosadaka Gravity XS 55S PNT,,,,1,4921775557406,4,,147";"";"Главная";"0.000000";"0";"0";"1";
"3621";"http://denfish.com/img/p/0.jpg";",Воблеры,13922,Воблер Jackall Tiny Fry 38SP 1.5гр hl shining tiger,,,,1,4525807063844,8.39,,332";"";"Главная";"0.000000";"0";"0";"1";
"2685";"http://denfish.com/img/p/0.jpg";",Воблеры,13793,Воблер VULCAN SSV-VU DD - 10 FL/1.2-1.6m/5g/45mm,,,,9,2000000105840,4.35,,160";"";"Главная";"0.000000";"0";"0";"1";
"1749";"http://denfish.com/img/p/0.jpg";",Воблеры,13626,Воблер FLAGMAN B-PIKE 120F S56 20g 0-1.5m F,,,,1,2000016322019,3.15,,116";"";"Главная";"0.000000";"0";"0";"1";
"3797";"http://denfish.com/img/p/0.jpg";",Воблеры,14030,"Воблер DUEL HARDCORE MINNOW 50S F922 HIW 50мм/3г/0,2-0,8м",,,,1,4940764227953,9.58,,353";"";"Главная";"0.000000";"0";"0";"1";
"2861";"http://denfish.com/img/p/0.jpg";",Воблеры,13875,Воблер TSUNAMI  CRANK - 2  SSV-TC2  DD - 10 FL/1.8m/9g/60mm,,,,4,2000000096704,3.96,,146";"";"Главная";"0.000000";"0";"0";"1";
"1925";"http://denfish.com/img/p/0.jpg";",Воблеры,13805,Воблер Silver Creek-B SSV-SC-B DD-19 FL/1.2m/6g/45mm,,,,4,2000000105420,3.96,,146";"";"Главная";"0.000000";"0";"0";"1";
"3973";"http://denfish.com/img/p/0.jpg";",Воблеры,13800,Воблер GOLAVL  PRO SSV-GP DD - 12 SI/0.6-3m/5g/45mm,,,,3,2000000138008,3.82,,140";"";"Главная";"0.000000";"0";"0";"1";
"989";"http://denfish.com/img/p/0.jpg";",???????,13632,"?????? Jaxon  HOLO SELECT TINGO 5,0cm KZ 170",,,,3,5900113222229,3.12,,115";"";"Главная";"0.000000";"0";"0";"1";
"3037";"http://denfish.com/img/p/0.jpg";",Воблеры,13683,Воблер Strike Pro Crankee Bass 60F 6.6гр SH-003BA(A05),,,,2,4712511861853,3.54,,130";"";"Главная";"0.000000";"0";"0";"1";
"2101";"http://denfish.com/img/p/0.jpg";",Воблеры,13991,Воблер Jackall Hama-ku-ru Spider 41F 6.5гр clear bee,,,,3,4525807040371,10.07,,398";"";"Главная";"0.000000";"0";"0";"1";
"4149";"http://denfish.com/img/p/0.jpg";",Воблеры,13941,Воблер Jackall Chubby 38F 4.0гр hl black,,,,1,4525807078817,8.42,,333";"";"Главная";"0.000000";"0";"0";"1";
"1165";"http://denfish.com/img/p/0.jpg";",???????,13811,?????? Goblin  SSV-GB DD-11 FL/0.0-0.2m/8g/45mm,,,,3,2000000104973,3.8,,140";"";"Главная";"0.000000";"0";"0";"1";
"3213";"http://denfish.com/img/p/0.jpg";",Воблеры,13514,"Воблер Jackall Flat Fly 50SP 50мм 2,3г Ghost AYU Suspending",,,,1,4525807059649,6.66,,272";"";"Главная";"0.000000";"0";"0";"1";
"2277";"http://denfish.com/img/p/0.jpg";",Воблеры,14111,"Воблер YO-ZURI 3DS CRANK SR 50F F1036 MSS 50мм/8г/0,5-1м",,,,4,4940764414124,7.98,,294";"";"Главная";"0.000000";"0";"0";"1";
"4325";"http://denfish.com/img/p/0.jpg";",Воблеры,14130,"Воблер YO-ZURI EBA SHAD F755  SHKS 50мм/4г/до 1,5м",,,,1,4940764221197,7.86,,289";"";"Главная";"0.000000";"0";"0";"1";
"1341";"http://denfish.com/img/p/0.jpg";",???????,13997,?????? Jackall Chubby Minnow 35SP 2.3?? mat black,,,,1,4525807078954,9.26,,366";"";"Главная";"0.000000";"0";"0";"1";
"3389";"http://denfish.com/img/p/0.jpg";",Воблеры,13584,"Воблер FLAGMAN HOUSE CRANCK 45F A07 4.1gr 0-0,5 m",,,,1,2000016334012,2.58,,95";"";"Главная";"0.000000";"0";"0";"1";
"2453";"http://denfish.com/img/p/0.jpg";",Воблеры,13672,Воблер Strike Pro Silver Sprat 40S 2.0гр EG-093JAL(374)*,,,,2,4712702085549,1.77,,65";"";"Главная";"0.000000";"0";"0";"1";
"1517";"http://denfish.com/img/p/0.jpg";",???????,14186,"?????? PONTOON 21 Mojarrilla 40F MR 40mm, 3.4gr, 1.0-1.4m 907",,,,1,4571115334732,6.75,,248";"";"Главная";"0.000000";"0";"0";"1";
"3565";"http://denfish.com/img/p/0.jpg";",Воблеры,13912,Воблер AMULET  PRO SSV-AP DD - 12 FL/1.2 m/10g/60 mm,,,,9,2000000096131,3.96,,146";"";"Главная";"0.000000";"0";"0";"1";
"2629";"http://denfish.com/img/p/0.jpg";",Воблеры,13764,Воблер Combek B SSV-CB DD-17 FL/0.4-1.0m/4g/50mm,,,,4,2000000105642,3.9,,144";"";"Главная";"0.000000";"0";"0";"1";
"1693";"http://denfish.com/img/p/0.jpg";",Воблеры,13569,Воблер Jackall Squadshad 65SP 7.2гр noike gill,,,,2,4525807039900,10.1,,372";"";"Главная";"0.000000";"0";"0";"1";
"3741";"http://denfish.com/img/p/0.jpg";",Воблеры,13993,Воблер Jackall Hama-ku-ru Spider 41F 6.5гр devil char,,,,4,4525807005943,10.07,,398";"";"Главная";"0.000000";"0";"0";"1";
"2805";"http://denfish.com/img/p/0.jpg";",Воблеры,13845,Воблер Uragan Pro SSV-UP DD-14 SP/1.6-3.2m/7g/60mm,,,,1,2000000096810,3.6,,132";"";"Главная";"0.000000";"0";"0";"1";
"1869";"http://denfish.com/img/p/0.jpg";",Воблеры,13748,Воблер Silver Stream SSV-ST DD-10 FL/0-0.2m/11g/80mm,,,,5,2000000105284,4.2,,155";"";"Главная";"0.000000";"0";"0";"1";
"3917";"http://denfish.com/img/p/0.jpg";",Воблеры,13772,Воблер Combek B SSV-CB DD-22 FL/0.4-1.0m/4g/50mm,,,,3,2000000108032,3.9,,144";"";"Главная";"0.000000";"0";"0";"1";
"2981";"http://denfish.com/img/p/0.jpg";",Воблеры,13655,Воблер Strike Pro Mustang Minnow 35S 1.6гр MG-015(402),,,,5,4712511889277,3.52,,130";"";"Главная";"0.000000";"0";"0";"1";
"2045";"http://denfish.com/img/p/0.jpg";",Воблеры,13932,Воблер Jackall Tiny Fry 38SP 1.5гр ghost ayu,,,,2,4525807006360,8.39,,332";"";"Главная";"0.000000";"0";"0";"1";
"4093";"http://denfish.com/img/p/0.jpg";",Воблеры,13883,Воблер TSUNAMI  CRANK - 2  SSV-TC2  DD - 18 FL/1.8m/9g/60mm,,,,2,2000000104737,3.96,,146";"";"Главная";"0.000000";"0";"0";"1";
"1109";"http://denfish.com/img/p/0.jpg";",???????,13754,?????? Triumph Pro SSV-TP DD-15 FL/0.7-1.2m/5g/50mm,,,,5,2000000096513,3.6,,135";"";"Главная";"0.000000";"0";"0";"1";
"3157";"http://denfish.com/img/p/0.jpg";",Воблеры,13744,Воблер IMPULS SSV-IP DD - 20 FL/0.4-0.8m/8g/90mm,,,,3,2000000105598,4.35,,160";"";"Главная";"0.000000";"0";"0";"1";
"2221";"http://denfish.com/img/p/0.jpg";",Воблеры,13544,Воблер Jackall MITTS S MIST PELLET 28mm 1.8g,,,,1,4560212121789,5.58,,228";"";"Главная";"0.000000";"0";"0";"1";
"4269";"http://denfish.com/img/p/0.jpg";",Воблеры,14069,"Воблер DUEL HARDCORE SHALLOW CRANK 65F F968 HHT 65мм/8г/0,5-1м",,,,1,4940764237662,9.51,,350";"";"Главная";"0.000000";"0";"0";"1";
"1285";"http://denfish.com/img/p/0.jpg";",???????,13938,?????? Jackall Chubby 38F 4.0?? hl shinning tiger,,,,2,4525807063820,8.42,,333";"";"Главная";"0.000000";"0";"0";"1";
"3333";"http://denfish.com/img/p/0.jpg";",Воблеры,13815,Воблер Goblin  SSV-GB DD-17 FL/0.0-0.2m/8g/45mm,,,,2,2000000105000,3.8,,140";"";"Главная";"0.000000";"0";"0";"1";
"2397";"http://denfish.com/img/p/0.jpg";",Воблеры,14172,"Воблер PONTOON 21 CrackJack 48F 48mm, 3.1gr, 0.8-1.0m 111",,,,1,4571115310231,6.5,,239";"";"Главная";"0.000000";"0";"0";"1";
"1461";"http://denfish.com/img/p/0.jpg";",???????,14127,"?????? YO-ZURI EBA SHAD F755  SHS 50??/4?/?? 1,5?",,,,1,4940764223566,7.86,,289";"";"Главная";"0.000000";"0";"0";"1";
"3509";"http://denfish.com/img/p/0.jpg";",Воблеры,13889,Воблер TAIFUN - 0   SSV-T-0 DD - 19  FL/0-0.2m/10g/65mm,,,,2,2000000104584,3.96,,146";"";"Главная";"0.000000";"0";"0";"1";
"2573";"http://denfish.com/img/p/0.jpg";",Воблеры,14262,Воблер Kosadaka TAKAO 70 SBL,,,,1,4921775554573,4.5,,166";"";"Главная";"0.000000";"0";"0";"1";
"1637";"http://denfish.com/img/p/0.jpg";",???????,14309,"?????? Smith Camion DR 32mm 2,7g 03 F",,,,1,4511474104959,8.1,,298";"";"Главная";"0.000000";"0";"0";"1";
"3685";"http://denfish.com/img/p/0.jpg";",Воблеры,13965,Воблер Jackall Cherry 44F 6.2гр blue black tiger,,,,1,4525807011906,9.26,,366";"";"Главная";"0.000000";"0";"0";"1";
"2749";"http://denfish.com/img/p/0.jpg";",Воблеры,13533,Воблер Jackall Cherry Zero Footer 56 56мм 11г HL Ayu Floating,,,,2,4525807038972,8.96,,366";"";"Главная";"0.000000";"0";"0";"1";
"1813";"http://denfish.com/img/p/0.jpg";",Воблеры,13691,Воблер TTEBO,,,,2,123456789012,1.3,,50";"";"Главная";"0.000000";"0";"0";"1";
"3861";"http://denfish.com/img/p/0.jpg";",Воблеры,14078,"Воблер YO-ZURI L-MINNOW HEAVY WEIGHT 33S F952 HHIW 33мм/5,5г/до 1,5м",,,,6,4940764236368,6.26,,230";"";"Главная";"0.000000";"0";"0";"1";
"2925";"http://denfish.com/img/p/0.jpg";",Воблеры,13626,Воблер FLAGMAN B-PIKE 120F S56 20g 0-1.5m F,,,,1,2000016322019,3.15,,116";"";"Главная";"0.000000";"0";"0";"1";
"1989";"http://denfish.com/img/p/0.jpg";",Воблеры,13874,Воблер TSUNAMI  CRANK - 1SSV-TC1 DD - 22  FL/1.2m/8g/60mm,,,,3,2000000138749,3.96,,146";"";"Главная";"0.000000";"0";"0";"1";
"4037";"http://denfish.com/img/p/0.jpg";",Воблеры,14178,"Воблер PONTOON 21 Greedy-Guts 44F-MDR 44mm, 2.3gr, 0.8-1.0m 430",,,,1,4571115332363,6.7,,247";"";"Главная";"0.000000";"0";"0";"1";
"1053";"http://denfish.com/img/p/0.jpg";",???????,13697,?????? JAXON ATRACT XTR-O 5.0cm A,,,,4,5900113338920,1.94,,75";"";"Главная";"0.000000";"0";"0";"1";
"3101";"http://denfish.com/img/p/0.jpg";",Воблеры,13715,Воблер JAXON ATRACT XTR-J 6cm C,,,,3,5900113306530,2.02,,75";"";"Главная";"0.000000";"0";"0";"1";
"2165";"http://denfish.com/img/p/0.jpg";",Воблеры,14050,Воблер F1038 HSM HARDCORE MINNOW 50F BASS  50mm,,,,1,4940764414490,8.92,,328";"";"Главная";"0.000000";"0";"0";"1";
"4213";"http://denfish.com/img/p/0.jpg";",Воблеры,14008,Воблер Jackall Chubby Minnow 35мм 2.3г hl silver&black Suspending,,,,3,4525807051360,8.83,,366";"";"Главная";"0.000000";"0";"0";"1";
"1229";"http://denfish.com/img/p/0.jpg";",???????,13880,?????? TSUNAMI  CRANK - 2  SSV-TC2  DD - 17 FL/1.8m/9g/60mm,,,,1,2000000104720,3.96,,146";"";"Главная";"0.000000";"0";"0";"1";
"3277";"http://denfish.com/img/p/0.jpg";",Воблеры,13789,Воблер VULCAN SSV-VU DD - 24 FL/1.2-1.6m/5g/45mm,,,,2,2000000137896,4.35,,160";"";"Главная";"0.000000";"0";"0";"1";
"2341";"http://denfish.com/img/p/0.jpg";",Воблеры,13614,Воблер FLAGMAN FUROR MINNOW 80F S29 10g 0-1m F,,,,1,2000016348019,2.63,,97";"";"Главная";"0.000000";"0";"0";"1";
"4389";"http://denfish.com/img/p/0.jpg";"CZ MultiCatch Float 3, 4g (для стоячей воды подходить для ночной рыбалки)";"CZ3834";"Главная";"0.500000";"0.6";"14";"1";
"1405";"http://denfish.com/img/p/0.jpg";",???????,14066,?????? DUEL SILVER POP 60 F905 SHIW  60??/7?/?????????????,,,,2,4940764223368,8.09,,298";"";"Главная";"0.000000";"0";"0";"1";
"3453";"http://denfish.com/img/p/0.jpg";",Воблеры,13856,Воблер Golavl S SSV-GS DD-33 SI/0.5-3m/3g/35mm,,,,1,2000000105093,3.6,,132";"";"Главная";"0.000000";"0";"0";"1";
"2517";"http://denfish.com/img/p/0.jpg";",Воблеры,14234,Воблер Kosadaka FLASH XS 110F PNT,,,,2,4921775558403,4.5,,166";"";"Главная";"0.000000";"0";"0";"1";
"1581";"http://denfish.com/img/p/0.jpg";",???????,14252,?????? Kosadaka VOX popper 50 CNT,,,,1,4921775553989,4,,147";"";"Главная";"0.000000";"0";"0";"1";
"3629";"http://denfish.com/img/p/0.jpg";",Воблеры,13927,Воблер Jackall Tiny Fry 38S 1.5гр hl silver&black,,,,3,4525807059847,8.39,,332";"";"Главная";"0.000000";"0";"0";"1";
"2693";"http://denfish.com/img/p/0.jpg";",Воблеры,13208,"GS Набор Predator (2поводка,4 воблера в коробке)",,,,1,5999018287969,3.32,,137";"";"Главная";"0.000000";"0";"0";"1";
"1757";"http://denfish.com/img/p/0.jpg";",Воблеры,13634,"Воблер Jaxon  HOLO SELECT TINGO 5,0cm FOM 170",,,,5,5900113247727,3.12,,115";"";"Главная";"0.000000";"0";"0";"1";
"3805";"http://denfish.com/img/p/0.jpg";",Воблеры,14038,Воблер DUEL HARDCORE NOI-Z 105F F1064 MEAY 105мм/28г/ max 0.3м,,,,1,4940764419563,16.64,,574";"";"Главная";"0.000000";"0";"0";"1";
"2869";"http://denfish.com/img/p/0.jpg";",Воблеры,13597,Воблер FLAGMAN BUBLE CRANK 55F B30 8.8g 0-0.5m F,,,,1,2000016324013,2.46,,91";"";"Главная";"0.000000";"0";"0";"1";
"1933";"http://denfish.com/img/p/0.jpg";",Воблеры,13813,Воблер Goblin  SSV-GB DD-13 FL/0.0-0.2m/8g/45mm,,,,2,2000000107547,3.8,,140";"";"Главная";"0.000000";"0";"0";"1";
"3981";"http://denfish.com/img/p/0.jpg";",Воблеры,14150,"Воблер PONTOON 21 GagaGoon 45S-SR 45mm, 3.5gr, 0.3-0.6m, 807",,,,1,4571115344946,6.15,,226";"";"Главная";"0.000000";"0";"0";"1";
"997";"http://denfish.com/img/p/0.jpg";",???????,13640,"?????? Jaxon  HOLO SELECT TINGO 5,0cm FSL 170",,,,4,5900113350779,3.12,,115";"";"Главная";"0.000000";"0";"0";"1";
"3045";"http://denfish.com/img/p/0.jpg";",Воблеры,13687,Воблер Strike Pro Warted Toad 45F 5.5гр EG-097A(096SA),,,,4,4711161856431,3.07,,113";"";"Главная";"0.000000";"0";"0";"1";
"2109";"http://denfish.com/img/p/0.jpg";",Воблеры,13999,Воблер Jackall Chubby Minnow 35SP 2.3гр ghost & perch,,,,1,4525807067514,9.26,,366";"";"Главная";"0.000000";"0";"0";"1";
"4157";"http://denfish.com/img/p/0.jpg";",Воблеры,13950,Воблер Jackall Chubby 38F 4.0гр ghost wakasagi,,,,1,4525807006308,8.42,,333";"";"Главная";"0.000000";"0";"0";"1";
"1173";"http://denfish.com/img/p/0.jpg";",???????,13819,?????? SILVER  CREEK - 0  SSV-SC-0  DD - 19 FL/0.4m/4g/40mm,,,,2,2000000138190,4.22,,155";"";"Главная";"0.000000";"0";"0";"1";
"3221";"http://denfish.com/img/p/0.jpg";",Воблеры,13518,"Воблер Jackall Diving Chubby 38мм 4,3г Ghost Wakasagi",,,,1,4525807028898,8.19,,335";"";"Главная";"0.000000";"0";"0";"1";
"2285";"http://denfish.com/img/p/0.jpg";",Воблеры,14115,"Воблер YO-ZURI PIN'S MINNOW SINGLE HOOK 50S F956 KBKR 50мм/2г/до 0,5м",,,,3,4940764236702,5.63,,207";"";"Главная";"0.000000";"0";"0";"1";
"4333";"http://denfish.com/img/p/0.jpg";"Bull-Dog Carp Line 1000м. 0.31mm. PT 12.65kg (Леска.темно-зеленая)";"CZ2974";"Лески";"4.170000";"5";"4";"1";
"1349";"http://denfish.com/img/p/0.jpg";",???????,14005,?????? Jackall Chubby Minnow 35SP 2.3?? nk kawaguchiko rainbow,,,,2,4525807067941,9.26,,366";"";"Главная";"0.000000";"0";"0";"1";
"3397";"http://denfish.com/img/p/0.jpg";",Воблеры,14121,"Воблер YO-ZURI CRYSTAL MINNOW 70F R836 GHCR 70мм/5г/ до 0,6м",,,,2,4940764214564,7.47,,275";"";"Главная";"0.000000";"0";"0";"1";
"2461";"http://denfish.com/img/p/0.jpg";",Воблеры,13676,Воблер Strike Pro Baby Pro 25F 2.0гр EG-036F(046),,,,2,4711021983864,3.07,,113";"";"Главная";"0.000000";"0";"0";"1";
"1525";"http://denfish.com/img/p/0.jpg";",???????,14194,?????? Kosadaka Host XS 70F GTR,,,,2,4921775556454,4,,147";"";"Главная";"0.000000";"0";"0";"1";
"3573";"http://denfish.com/img/p/0.jpg";",Воблеры,14176,"Воблер PONTOON 21 Greedy-Guts 44F-MDR 44mm, 2.3gr, 0.8-1.0m 417",,,,1,4571115332349,6.7,,247";"";"Главная";"0.000000";"0";"0";"1";
"2637";"http://denfish.com/img/p/0.jpg";",Воблеры,14294,Воблер Kosadaka MYSTIC XS 95F CNT,,,,1,4921775537866,4,,147";"";"Главная";"0.000000";"0";"0";"1";
"1701";"http://denfish.com/img/p/0.jpg";",Воблеры,13577,Воблер Jackall Squadshad 65SP 7.2гр ghost ayu,,,,2,4525807039849,10.1,,372";"";"Главная";"0.000000";"0";"0";"1";
"3749";"http://denfish.com/img/p/0.jpg";",Воблеры,14000,Воблер Jackall Chubby Minnow 35SP 2.3гр green squash,,,,1,4525807079838,9.26,,366";"";"Главная";"0.000000";"0";"0";"1";
"2813";"http://denfish.com/img/p/0.jpg";",Воблеры,13568,Воблер Jackall Squadshad 65SP 7.2гр spawn tiger,,,,2,4525807039894,10.1,,372";"";"Главная";"0.000000";"0";"0";"1";
"1877";"http://denfish.com/img/p/0.jpg";",Воблеры,13756,Воблер Triumph Pro SSV-TP DD-12 FL/0.7-1.2m/5g/50mm,,,,2,2000000096483,3.6,,135";"";"Главная";"0.000000";"0";"0";"1";
"3925";"http://denfish.com/img/p/0.jpg";",Воблеры,14121,"Воблер YO-ZURI CRYSTAL MINNOW 70F R836 GHCR 70мм/5г/ до 0,6м",,,,2,4940764214564,7.47,,275";"";"Главная";"0.000000";"0";"0";"1";
"2989";"http://denfish.com/img/p/0.jpg";",Воблеры,13659,Воблер Strike Pro Supersonic joint 50F 6.1гр EG-081AJ(A06E)*,,,,3,4712511889055,2.37,,87";"";"Главная";"0.000000";"0";"0";"1";
"2053";"http://denfish.com/img/p/0.jpg";",Воблеры,13940,Воблер Jackall Chubby 38F 4.0гр ghost purple,,,,3,4525807078831,8.42,,333";"";"Главная";"0.000000";"0";"0";"1";
"4101";"http://denfish.com/img/p/0.jpg";",Воблеры,13891,Воблер TAIFUN - 0   SSV-T-0 DD - 14  FL/0-0.2m/10g/65mm,,,,3,2000000096360,3.96,,146";"";"Главная";"0.000000";"0";"0";"1";
"1117";"http://denfish.com/img/p/0.jpg";",???????,13762,?????? Triumph Pro SSV-TP DD-20 FL/0.7-1.2m/5g/50mm,,,,2,2000000104676,3.6,,135";"";"Главная";"0.000000";"0";"0";"1";
"3165";"http://denfish.com/img/p/0.jpg";",Воблеры,14032,"Воблер DUEL HARDCORE MINNOW 50S F922 HOKS 50мм/3г/0,2-0,8м",,,,2,4940764227847,9.58,,353";"";"Главная";"0.000000";"0";"0";"1";
"2229";"http://denfish.com/img/p/0.jpg";",Воблеры,13547,Воблер Jackall MITTS SR-S SMOKE PELLET 28mm 1.8g,,,,1,4582418080813,5.58,,228";"";"Главная";"0.000000";"0";"0";"1";
"4277";"http://denfish.com/img/p/0.jpg";",Воблеры,14078,"Воблер YO-ZURI L-MINNOW HEAVY WEIGHT 33S F952 HHIW 33мм/5,5г/до 1,5м",,,,6,4940764236368,6.26,,230";"";"Главная";"0.000000";"0";"0";"1";
"1293";"http://denfish.com/img/p/0.jpg";",???????,13947,?????? Jackall Chubby 38F 4.0?? hl shad,,,,1,4525807017823,8.42,,333";"";"Главная";"0.000000";"0";"0";"1";
"3341";"http://denfish.com/img/p/0.jpg";",Воблеры,14096,"Воблер YO-ZURI L-MINNOW 66S F200 M102 66мм/7г/до 1,5м",,,,5,4940764047094,6,,221";"";"Главная";"0.000000";"0";"0";"1";
"2405";"http://denfish.com/img/p/0.jpg";",Воблеры,14176,"Воблер PONTOON 21 Greedy-Guts 44F-MDR 44mm, 2.3gr, 0.8-1.0m 417",,,,1,4571115332349,6.7,,247";"";"Главная";"0.000000";"0";"0";"1";
"1469";"http://denfish.com/img/p/0.jpg";",???????,14135,?????? YO-ZURI EBA POPPER F414 SHIW 50??/4?/?????????????,,,,1,4940764195238,7.86,,289";"";"Главная";"0.000000";"0";"0";"1";
"3517";"http://denfish.com/img/p/0.jpg";",Воблеры,13608,"Воблер FLAGMAN Massive 50мм 9г 0-1,2m F колір L17",,,,3,2000015019019,2.37,,87";"";"Главная";"0.000000";"0";"0";"1";
"2581";"http://denfish.com/img/p/0.jpg";",Воблеры,14266,Воблер Kosadaka TAKAO 55 MHT,,,,3,4921775554627,4.5,,166";"";"Главная";"0.000000";"0";"0";"1";
"1645";"http://denfish.com/img/p/0.jpg";",Воблеры,13508,"Воблер Jackall Tiny Fry 50SP 50мм 2,7г HL Fry Suspending",,,,4,4525807050158,8.01,,327";"";"Главная";"0.000000";"0";"0";"1";
"3693";"http://denfish.com/img/p/0.jpg";",Воблеры,13684,Воблер Strike Pro Hippocampus 40F 3.0гр EG-088(IM-01)*,,,,1,4711161855892,1.73,,64";"";"Главная";"0.000000";"0";"0";"1";
"2757";"http://denfish.com/img/p/0.jpg";",Воблеры,13556,Воблер Jackall PANICRA MR MIST PELLET 32mm 3.3g,,,,1,4560212121482,7.74,,316";"";"Главная";"0.000000";"0";"0";"1";
"1821";"http://denfish.com/img/p/0.jpg";",Воблеры,13699,Воблер JAXON ATRACT XTR-O 5.0cm G,,,,4,5900113338982,1.94,,75";"";"Главная";"0.000000";"0";"0";"1";
"3869";"http://denfish.com/img/p/0.jpg";",Воблеры,14082,"Воблер YO-ZURI L-MINNOW SINGLE HOOK 33F F955 FFG 33мм/2,5г/до 0,5м",,,,3,4940764236597,5.63,,207";"";"Главная";"0.000000";"0";"0";"1";
"2933";"http://denfish.com/img/p/0.jpg";",Воблеры,13630,Воблер FLAGMAN JERK MINNOW 100F S03 16g 0-1.5m F,,,,1,2000016352016,2.73,,100";"";"Главная";"0.000000";"0";"0";"1";
"1997";"http://denfish.com/img/p/0.jpg";",Воблеры,13882,Воблер TSUNAMI  CRANK - 2  SSV-TC2  DD - 11 FL/1.8m/9g/60mm,,,,2,2000000096711,3.96,,146";"";"Главная";"0.000000";"0";"0";"1";
"4045";"http://denfish.com/img/p/0.jpg";",Воблеры,13839,Воблер Uragan Pro SSV-UP DD-11 SP/1.6-3.2m/7g/60mm,,,,3,2000000096780,3.6,,132";"";"Главная";"0.000000";"0";"0";"1";
"1061";"http://denfish.com/img/p/0.jpg";",???????,13705,?????? JAXON ATRACT XTR-E 5cm D,,,,5,5900113354685,2.02,,75";"";"Главная";"0.000000";"0";"0";"1";
"3109";"http://denfish.com/img/p/0.jpg";",Воблеры,13719,Воблер JAXON ATRACT XTR-A 3.5cm F,,,,2,5900113295476,1.68,,75";"";"Главная";"0.000000";"0";"0";"1";
"2173";"http://denfish.com/img/p/0.jpg";",Воблеры,14056,"Воблер DUEL Aile MAGNET NEO 70F F874  DHMT 70мм/6г/max 1,0м",,,,2,4940764210474,10.1,,372";"";"Главная";"0.000000";"0";"0";"1";
"4221";"http://denfish.com/img/p/0.jpg";",Воблеры,14016,Воблер Jackall Chubby Minnow 35мм 2.3г ghost purple Suspending,,,,1,4525807078893,8.83,,366";"";"Главная";"0.000000";"0";"0";"1";
"1237";"http://denfish.com/img/p/0.jpg";",???????,13888,?????? TAIFUN - 0   SSV-T-0 DD - 20  FL/0-0.2m/10g/65mm,,,,3,2000000104591,3.96,,146";"";"Главная";"0.000000";"0";"0";"1";
"3285";"http://denfish.com/img/p/0.jpg";",Воблеры,13793,Воблер VULCAN SSV-VU DD - 10 FL/1.2-1.6m/5g/45mm,,,,9,2000000105840,4.35,,160";"";"Главная";"0.000000";"0";"0";"1";
"2349";"http://denfish.com/img/p/0.jpg";",Воблеры,14148,"Воблер PONTOON 21 GagaGoon 45S-SR 45mm, 3.5gr, 0.3-0.6m, 213",,,,2,4571115344915,6.15,,226";"";"Главная";"0.000000";"0";"0";"1";
"4397";"http://denfish.com/img/p/0.jpg";"CZ MultiCatch Float 6, 5g (поплавок для стоячей воды,для глубокой воды)";"CZ3964";"Главная";"0.525000";"0.63";"11";"1";
"1413";"http://denfish.com/img/p/0.jpg";",???????,14074,"?????? YO-ZURI L-MINNOW HEAVY WEIGHT 33S F952 HHAJ 33??/5,5?/?? 1,5?",,,,3,4940764236351,6.26,,230";"";"Главная";"0.000000";"0";"0";"1";
"3461";"http://denfish.com/img/p/0.jpg";",Воблеры,13603,"Воблер FLAGMAN Pike Hunter 50мм 7,6г 0-1,5m F цвет M39",,,,2,2000016264012,2.41,,89";"";"Главная";"0.000000";"0";"0";"1";
"2525";"http://denfish.com/img/p/0.jpg";",Воблеры,14238,Воблер Kosadaka VOLT XS 85F GT,,,,1,4921775558045,4,,147";"";"Главная";"0.000000";"0";"0";"1";
"1589";"http://denfish.com/img/p/0.jpg";",???????,14260,?????? Kosadaka TAKAO 70 PNT,,,,1,4921775554559,4.5,,166";"";"Главная";"0.000000";"0";"0";"1";
"3637";"http://denfish.com/img/p/0.jpg";",Воблеры,13931,Воблер Jackall Tiny Fry 38SP 1.5гр mat tiger,,,,3,4525807004649,8.39,,332";"";"Главная";"0.000000";"0";"0";"1";
"2701";"http://denfish.com/img/p/0.jpg";",Воблеры,14325,Воблер Megabass Griffon MR-X 45F 7.3гр gg gill,,,,1,4513473271236,15.81,,470";"";"Главная";"0.000000";"0";"0";"1";
"1765";"http://denfish.com/img/p/0.jpg";",Воблеры,13642,"Воблер Jaxon  HOLO SELECT TINGO 3,0cm FKZ 170",,,,2,5900113222038,2.9,,107";"";"Главная";"0.000000";"0";"0";"1";
"3813";"http://denfish.com/img/p/0.jpg";",Воблеры,13732,Воблер Triumph Pro-75 SSV-TP75 DD-22 FL/1-1.8m/13g/70mm,,,,4,2302000020841,4.9,,180";"";"Главная";"0.000000";"0";"0";"1";
"2877";"http://denfish.com/img/p/0.jpg";",Воблеры,13883,Воблер TSUNAMI  CRANK - 2  SSV-TC2  DD - 18 FL/1.8m/9g/60mm,,,,2,2000000104737,3.96,,146";"";"Главная";"0.000000";"0";"0";"1";
"1941";"http://denfish.com/img/p/0.jpg";",Воблеры,13821,Воблер SILVER  CREEK - 0  SSV-SC-0  DD - 23 FL/0.4m/4g/40mm,,,,4,2000000138213,4.22,,155";"";"Главная";"0.000000";"0";"0";"1";
